ts;code;level;detail
2026-09-12 18:42:47;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:42:58;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:43:16;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:43:43;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:43:43;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:43:54;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:43:54;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:44:25;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:44:29;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:44:57;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:45:26;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:45:26;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:45:37;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:45:37;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:45:57;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:46:13;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:46:40;ERR_HEALTHCHECK;ERROR;Healthcheck-Ping Fehler:  → https://hc-ping.com/a0bb32d9-6bf1-4e1f-859a-4ee95bf48d20
2026-09-12 18:46:41;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:47:09;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:47:09;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:47:19;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:47:19;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:47:22;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:47:54;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:48:24;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:48:51;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:48:52;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:48:52;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:49:03;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:49:03;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:49:38;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:50:06;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:50:22;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:50:35;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:50:35;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:50:45;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:50:45;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:51:19;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:51:48;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:51:54;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:52:16;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:52:16;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:52:27;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:52:27;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:53:03;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:53:22;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:53:28;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:53:55;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:53:55;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:54:06;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:54:06;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:54:42;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:54:46;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:55:11;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 2/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:55:40;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 3/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:55:40;ERR_FALLBACK_DATEN;ERROR;Maximale Wiederholungen erreicht, verwende Fallback-Daten.
2026-09-12 18:55:51;ERR_FORECAST;ERROR;Unexpected error in get_solar_forecast: 
2026-09-12 18:55:51;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 18:56:09;ERR_NETZWERK_ALLE_VERSUCHE;WARNING;Alle Versuche fehlgeschlagen (Netzwerkfehler).
2026-09-12 18:56:24;ERR_SOLAX_API;ERROR;Fehler bei der API-Anfrage (Versuch 1/3): Cannot connect to host global.solaxcloud.com:443 ssl:default [Timeout while contacting DNS servers]
2026-09-12 18:56:39;FORECAST;2026-09-12;5.17/4.49
2026-09-12 18:56:39;WARN_TEMP_NORMALBEREICH;WARNING;Temperatur ueber Normalbereich: 51.2°C >= 51.0°C (kein Abschalten)
2026-09-12 18:56:52;CYCLE_START_WE;AdaptivePV;
2026-09-12 18:59:15;FORECAST;2026-09-12;5.17/4.49
2026-09-12 18:59:15;WARN_TEMP_NORMALBEREICH;WARNING;Temperatur ueber Normalbereich: 51.2°C >= 51.0°C (kein Abschalten)
2026-09-12 18:59:28;CYCLE_START_WE;AdaptivePV;
2026-09-12 19:00:20;CYCLE_END_WE;Abweichung;
2026-09-12 19:03:27;FORECAST;2026-09-12;5.17/4.49
2026-09-12 19:03:27;WARN_TEMP_NORMALBEREICH;WARNING;Temperatur ueber Normalbereich: 51.2°C >= 51.0°C (kein Abschalten)
2026-09-12 19:03:27;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:03:40;CYCLE_END_WE;Abweichung;
2026-09-12 19:03:40;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:03:53;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:04:07;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:04:17;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:04:30;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:04:43;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:04:56;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:05:10;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:05:23;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:05:36;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:05:49;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:06:03;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:06:15;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:06:28;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:06:42;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:06:55;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:07:08;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:07:22;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:07:35;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:07:48;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:08:01;CYCLE_END_WE;Keine Regel aktiv;
2026-09-12 19:08:01;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:08:14;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:08:27;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:08:41;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:08:54;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:09:07;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:09:21;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:09:34;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:09:47;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:10:00;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:10:14;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:10:27;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:10:40;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:10:53;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:11:05;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:11:18;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:11:31;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:11:44;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:11:58;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:12:11;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:12:24;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:12:37;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:12:51;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:13:03;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:13:16;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:13:30;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:13:43;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:13:56;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:14:09;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:14:23;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:14:36;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:14:49;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:15:02;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:15:15;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:15:28;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:15:41;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:15:54;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:16:07;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:16:21;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:16:34;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:16:47;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:17:00;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:17:13;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:17:26;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:17:39;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:17:52;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:18:06;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:18:19;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:18:32;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:18:46;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:18:58;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:19:11;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:19:25;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:19:38;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:19:51;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:20:05;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:20:18;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:20:31;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:20:44;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:20:58;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:21:11;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:21:24;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:21:37;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:21:49;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:22:02;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:22:15;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:22:28;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:22:42;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:22:55;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:23:08;ERR_LOOP_DURCHLAUF;ERROR;Fehler im Loop-Durchlauf - fahre mit naechstem Zyklus fort
2026-09-12 19:23:42;FORECAST;2026-09-12;5.17/4.49
2026-09-12 19:23:42;WARN_TEMP_NORMALBEREICH;WARNING;Temperatur ueber Normalbereich: 51.2°C >= 51.0°C (kein Abschalten)
2026-09-12 19:23:42;CYCLE_END_WE;Keine Regel aktiv;
2026-09-12 20:12:10;FORECAST;2026-09-12;5.17/4.49
2026-09-12 20:12:10;WARN_TEMP_NORMALBEREICH;WARNING;Temperatur ueber Normalbereich: 51.1°C >= 51.0°C (kein Abschalten)
2026-09-12 20:12:10;CYCLE_END_WE;Keine Regel aktiv;
2026-09-13 00:00:17;CYCLE_END_WE;Wochenende;
2026-09-13 02:12:18;FORECAST;2026-09-13;4.66/3.19
2026-09-13 03:12:57;ERR_TELEGRAM_UPDATES;ERROR;"Fehler beim Abrufen von Telegram-Updates: Status 502, Details: {""ok"":false,""error_code"":502,""description"":""Bad Gateway""}"
2026-09-13 03:13:02;ERR_TELEGRAM_UPDATES;ERROR;"Fehler beim Abrufen von Telegram-Updates: Status 502, Details: {""ok"":false,""error_code"":502,""description"":""Bad Gateway""}"
2026-09-13 03:13:07;ERR_TELEGRAM_UPDATES;ERROR;"Fehler beim Abrufen von Telegram-Updates: Status 502, Details: {""ok"":false,""error_code"":502,""description"":""Bad Gateway""}"
2026-09-13 08:12:21;FORECAST;2026-09-13;4.65/3.27
2026-09-13 09:00:14;CYCLE_START_WE;Abweichung;
2026-09-13 09:57:36;CYCLE_START_WE;AdaptivePV;
2026-09-13 10:02:32;CYCLE_END_WE;Keine Regel aktiv;
2026-09-13 10:12:59;CYCLE_START_WE;AdaptivePV;
2026-09-13 10:47:47;WARN_ZU_FRUEH;WARNING;Learning: ZU FRUEH geheizt - 45 min nach Nicht-PV-Zyklus (2026-09-13T10:02:45.939616) kommen 3277W Einspeisung
2026-09-13 11:04:13;CYCLE_START_WE;Einspeisung;
2026-09-13 11:09:22;CYCLE_START_WE;AdaptivePV;
2026-09-13 11:14:27;CYCLE_START_WE;Einspeisung;
2026-09-13 11:23:51;CYCLE_END_WE;Batterie;
2026-09-13 11:41:00;CYCLE_END_WE;Komfort;
2026-09-13 11:53:58;CYCLE_START_WE;AdaptivePV;
2026-09-13 11:54:25;CYCLE_START_WE;Einspeisung;
2026-09-13 12:05:46;CYCLE_START_WE;AdaptivePV;
2026-09-13 12:11:49;CYCLE_END_WE;Einspeisung;
2026-09-13 12:15:49;CYCLE_END_WE;Batterie;
2026-09-13 12:22:56;CYCLE_END_WE;Komfort;
2026-09-13 12:24:58;CYCLE_START_WE;AdaptivePV;
2026-09-13 12:24:58;WARN_TAKTSCHUTZ;WARNING;Taktschutz aktiv: 8 Wechsel/h >= 8, zusaetzliche Pause 15 min (Meldung 1x pro Episode)
2026-09-13 12:51:03;CYCLE_END_WE;Einspeisung;
2026-09-13 14:12:22;FORECAST;2026-09-13;4.65/4.32
2026-09-13 14:54:58;CYCLE_END_WE;Komfort;
2026-09-13 15:00:06;CYCLE_START_WE;Einspeisung;
2026-09-13 15:15:28;CYCLE_START_WE;AdaptivePV;
2026-09-13 15:18:21;CYCLE_END_WE;Einspeisung;
2026-09-13 15:45:48;CYCLE_END_WE;Batterie;
2026-09-13 16:07:42;CYCLE_END_WE;Komfort;
2026-09-13 17:18:33;CYCLE_START_WE;AdaptivePV;
2026-09-13 17:28:51;CYCLE_END_WE;Batterie;
2026-09-13 17:31:45;CYCLE_END_WE;Komfort;
2026-09-13 17:54:32;CYCLE_START_WE;AdaptivePV;
2026-09-13 18:05:41;CYCLE_END_WE;Einspeisung;
2026-09-13 18:06:21;CYCLE_END_WE;Batterie;
2026-09-13 18:07:02;CYCLE_END_WE;Komfort;
2026-09-13 18:07:29;CYCLE_START_WE;AdaptivePV;
2026-09-13 18:07:29;WARN_TAKTSCHUTZ;WARNING;Taktschutz aktiv: 8 Wechsel/h >= 8, zusaetzliche Pause 15 min (Meldung 1x pro Episode)
2026-09-13 18:20:11;CYCLE_START_WE;Batterie;
2026-09-13 19:00:03;CYCLE_END_WE;Keine Regel aktiv;
2026-09-13 20:12:28;FORECAST;2026-09-13;4.60/3.87
2026-09-14 02:12:42;FORECAST;2026-09-14;3.36/5.02
2026-09-14 08:00:04;SONSTIGES;WARNING;KOMFORT-VERLETZUNG: t_oben 37.6C < 40.0C um 2026-09-14T08:00:04
2026-09-14 08:00:17;SONSTIGES;WARNING;KOMFORT-VERLETZUNG: t_oben 37.6C < 40.0C um 2026-09-14T08:00:17
2026-09-14 08:00:17;CYCLE_START_WE;Abweichung;
2026-09-14 08:12:44;FORECAST;2026-09-14;3.76/4.96
2026-09-14 08:41:16;CYCLE_START_WE;Komfort;
2026-09-14 08:46:20;CYCLE_START_WE;Abweichung;
2026-09-14 09:33:41;CYCLE_START_WE;Notfallschutz;
2026-09-14 09:50:07;CYCLE_START_WE;Abweichung;
2026-09-14 10:00:48;CYCLE_END_WE;Keine Regel aktiv;
2026-09-14 10:01:01;SONSTIGES;WARNING;KOMFORT-VERLETZUNG: t_oben 36.8C < 40.0C um 2026-09-14T10:01:01
2026-09-14 10:06:10;CYCLE_START_WE;Abweichung;
